AÑO;MES;DIA;REGION;COMUNA;TOTAL
2021;12;31;IV Región de Coquimbo;COQUIMBO;5
2021;9;10;IV Región de Coquimbo;ILLAPEL;4
2021;11;2;IV Región de Coquimbo;MONTE PATRIA;1
2021;3;18;IV Región de Coquimbo;ILLAPEL;2
2021;1;28;IV Región de Coquimbo;LA SERENA;8
2021;10;8;IV Región de Coquimbo;COQUIMBO;8
2021;7;8;IV Región de Coquimbo;ILLAPEL;2
2021;3;30;IV Región de Coquimbo;LA SERENA;20
2021;7;28;IV Región de Coquimbo;OVALLE;2
2021;12;17;IV Región de Coquimbo;COQUIMBO;6
2021;1;14;IV Región de Coquimbo;COQUIMBO;7
2021;12;10;IV Región de Coquimbo;LA SERENA;15
2021;2;2;IV Región de Coquimbo;OVALLE;9
2021;9;21;IV Región de Coquimbo;LOS VILOS;1
2021;11;8;IV Región de Coquimbo;COQUIMBO;7
2021;2;5;IV Región de Coquimbo;OVALLE;6
2021;10;6;IV Región de Coquimbo;LA SERENA;15
2021;4;27;IV Región de Coquimbo;COQUIMBO;10
2021;9;13;IV Región de Coquimbo;LOS VILOS;1
2021;1;19;IV Región de Coquimbo;LA SERENA;10
2021;7;22;IV Región de Coquimbo;LA SERENA;6
2021;3;26;IV Región de Coquimbo;OVALLE;8
2021;10;29;IV Región de Coquimbo;COQUIMBO;5
2021;8;3;IV Región de Coquimbo;ILLAPEL;1
2021;9;16;IV Región de Coquimbo;LA SERENA;14
2021;8;25;IV Región de Coquimbo;LA SERENA;14
2021;10;19;IV Región de Coquimbo;OVALLE;6
2021;9;2;IV Región de Coquimbo;ILLAPEL;2
2021;4;13;IV Región de Coquimbo;LA SERENA;13
2021;2;23;IV Región de Coquimbo;COQUIMBO;10
2021;5;5;IV Región de Coquimbo;ILLAPEL;1
2021;6;9;IV Región de Coquimbo;LOS VILOS;3
2021;1;18;IV Región de Coquimbo;ANDACOLLO;1
2021;3;22;IV Región de Coquimbo;COQUIMBO;9
2021;4;9;IV Región de Coquimbo;ILLAPEL;2
2021;9;20;IV Región de Coquimbo;COQUIMBO;11
2021;9;7;IV Región de Coquimbo;SALAMANCA;1
2021;9;10;IV Región de Coquimbo;COQUIMBO;10
2021;4;21;IV Región de Coquimbo;LA SERENA;19
2021;5;26;IV Región de Coquimbo;LA SERENA;5
2021;9;23;IV Región de Coquimbo;COQUIMBO;7
2021;7;8;IV Región de Coquimbo;COQUIMBO;7
2021;12;6;IV Región de Coquimbo;OVALLE;8
2021;5;24;IV Región de Coquimbo;COQUIMBO;13
2021;7;19;IV Región de Coquimbo;ILLAPEL;3
2021;5;4;IV Región de Coquimbo;LA SERENA;7
2021;6;11;IV Región de Coquimbo;COQUIMBO;8
2021;4;20;IV Región de Coquimbo;COQUIMBO;7
2021;4;30;IV Región de Coquimbo;ILLAPEL;1
2021;12;27;IV Región de Coquimbo;OVALLE;13
2021;10;29;IV Región de Coquimbo;OVALLE;4
2021;9;29;IV Región de Coquimbo;LA SERENA;11
2021;12;15;IV Región de Coquimbo;SALAMANCA;1
2021;2;8;IV Región de Coquimbo;ILLAPEL;2
2021;6;2;IV Región de Coquimbo;ILLAPEL;2
2021;1;20;IV Región de Coquimbo;COQUIMBO;5
2021;12;23;IV Región de Coquimbo;ILLAPEL;1
2021;7;20;IV Región de Coquimbo;OVALLE;1
2021;7;5;IV Región de Coquimbo;ILLAPEL;1
2021;12;16;IV Región de Coquimbo;COQUIMBO;11
2021;4;9;IV Región de Coquimbo;COQUIMBO;5
2021;11;26;IV Región de Coquimbo;ILLAPEL;1
2021;1;8;IV Región de Coquimbo;SALAMANCA;1
2021;6;7;IV Región de Coquimbo;ILLAPEL;3
2021;3;3;IV Región de Coquimbo;LA SERENA;12
2021;4;14;IV Región de Coquimbo;COQUIMBO;4
2021;1;18;IV Región de Coquimbo;LA SERENA;18
2021;11;12;IV Región de Coquimbo;LA SERENA;8
2021;7;28;IV Región de Coquimbo;LA SERENA;14
2021;4;19;IV Región de Coquimbo;LA SERENA;18
2021;7;21;IV Región de Coquimbo;LA SERENA;15
2021;11;24;IV Región de Coquimbo;LA SERENA;6
2021;11;17;IV Región de Coquimbo;LA SERENA;16
2021;3;30;IV Región de Coquimbo;OVALLE;7
2021;12;29;IV Región de Coquimbo;COQUIMBO;8
2021;6;7;IV Región de Coquimbo;VICUÑA;1
2021;7;19;IV Región de Coquimbo;COQUIMBO;10
2021;12;17;IV Región de Coquimbo;LOS VILOS;1
2021;8;27;IV Región de Coquimbo;OVALLE;4
2021;12;14;IV Región de Coquimbo;SALAMANCA;1
2021;2;22;IV Región de Coquimbo;COQUIMBO;9
2021;3;4;IV Región de Coquimbo;LA SERENA;7
2021;11;22;IV Región de Coquimbo;OVALLE;13
2021;2;10;IV Región de Coquimbo;LA SERENA;8
2021;4;30;IV Región de Coquimbo;COQUIMBO;9
2021;6;11;IV Región de Coquimbo;OVALLE;4
2021;2;3;IV Región de Coquimbo;COQUIMBO;12
2021;12;23;IV Región de Coquimbo;COQUIMBO;8
2021;11;23;IV Región de Coquimbo;LA SERENA;15
2021;3;24;IV Región de Coquimbo;OVALLE;5
2021;9;22;IV Región de Coquimbo;OVALLE;3
2021;2;11;IV Región de Coquimbo;ILLAPEL;2
2021;7;5;IV Región de Coquimbo;COQUIMBO;14
2021;2;26;IV Región de Coquimbo;COQUIMBO;9
2021;4;6;IV Región de Coquimbo;LA SERENA;10
2021;1;20;IV Región de Coquimbo;OVALLE;6
2021;9;7;IV Región de Coquimbo;OVALLE;4
2021;8;4;IV Región de Coquimbo;LOS VILOS;1
2021;7;12;IV Región de Coquimbo;OVALLE;7
2021;2;19;IV Región de Coquimbo;LA SERENA;19
2021;5;18;IV Región de Coquimbo;ILLAPEL;1
2021;9;10;IV Región de Coquimbo;LOS VILOS;1
2021;4;29;IV Región de Coquimbo;COQUIMBO;5
2021;10;21;IV Región de Coquimbo;COQUIMBO;5
2021;5;24;IV Región de Coquimbo;LA SERENA;18
2021;4;12;IV Región de Coquimbo;ILLAPEL;1
2021;10;8;IV Región de Coquimbo;ILLAPEL;2
2021;3;11;IV Región de Coquimbo;OVALLE;4
2021;12;29;IV Región de Coquimbo;OVALLE;5
2021;9;6;IV Región de Coquimbo;COQUIMBO;14
2021;12;22;IV Región de Coquimbo;COMBARBALÁ;1
2021;11;22;IV Región de Coquimbo;LOS VILOS;1
2021;3;16;IV Región de Coquimbo;OVALLE;5
2021;1;26;IV Región de Coquimbo;SALAMANCA;1
2021;6;4;IV Región de Coquimbo;LA SERENA;9
2021;11;8;IV Región de Coquimbo;LA SERENA;23
2021;10;6;IV Región de Coquimbo;OVALLE;5
2021;5;19;IV Región de Coquimbo;OVALLE;5
2021;1;19;IV Región de Coquimbo;OVALLE;9
2021;10;29;IV Región de Coquimbo;LA SERENA;14
2021;7;14;IV Región de Coquimbo;ILLAPEL;4
2021;8;30;IV Región de Coquimbo;ILLAPEL;4
2021;11;30;IV Región de Coquimbo;COQUIMBO;4
2021;12;15;IV Región de Coquimbo;OVALLE;3
2021;10;4;IV Región de Coquimbo;ILLAPEL;6
2021;8;23;IV Región de Coquimbo;LA SERENA;18
2021;6;14;IV Región de Coquimbo;ILLAPEL;8
2021;2;8;IV Región de Coquimbo;OVALLE;12
2021;5;5;IV Región de Coquimbo;LOS VILOS;1
2021;12;23;IV Región de Coquimbo;OVALLE;10
2021;11;19;IV Región de Coquimbo;ILLAPEL;4
2021;8;4;IV Región de Coquimbo;LA SERENA;13
2021;9;10;IV Región de Coquimbo;LA SERENA;8
2021;11;2;IV Región de Coquimbo;OVALLE;14
2021;4;21;IV Región de Coquimbo;OVALLE;5
2021;3;18;IV Región de Coquimbo;LA SERENA;13
2021;7;1;IV Región de Coquimbo;LA SERENA;13
2021;7;8;IV Región de Coquimbo;LA SERENA;12
2021;3;1;IV Región de Coquimbo;ILLAPEL;2
2021;4;12;IV Región de Coquimbo;COQUIMBO;9
2021;1;26;IV Región de Coquimbo;COQUIMBO;6
2021;7;1;IV Región de Coquimbo;SALAMANCA;1
2021;4;5;IV Región de Coquimbo;COQUIMBO;11
2021;8;2;IV Región de Coquimbo;OVALLE;6
2021;2;17;IV Región de Coquimbo;ILLAPEL;4
2021;7;26;IV Región de Coquimbo;LA SERENA;15
2021;1;29;IV Región de Coquimbo;ILLAPEL;2
2021;1;4;IV Región de Coquimbo;OVALLE;9
2021;2;22;IV Región de Coquimbo;LOS VILOS;2
2021;3;31;IV Región de Coquimbo;COQUIMBO;10
2021;7;29;IV Región de Coquimbo;LA SERENA;15
2021;9;6;IV Región de Coquimbo;OVALLE;4
2021;8;3;IV Región de Coquimbo;LA SERENA;13
2021;8;30;IV Región de Coquimbo;COQUIMBO;14
2021;5;28;IV Región de Coquimbo;ILLAPEL;3
2021;4;16;IV Región de Coquimbo;COQUIMBO;4
2021;8;6;IV Región de Coquimbo;OVALLE;3
2021;9;2;IV Región de Coquimbo;LA SERENA;8
2021;11;30;IV Región de Coquimbo;OVALLE;7
2021;6;14;IV Región de Coquimbo;COQUIMBO;8
2021;10;27;IV Región de Coquimbo;LOS VILOS;1
2021;11;19;IV Región de Coquimbo;COQUIMBO;6
2021;4;9;IV Región de Coquimbo;LA SERENA;7
2021;10;13;IV Región de Coquimbo;ILLAPEL;2
2021;1;18;IV Región de Coquimbo;OVALLE;2
2021;6;10;IV Región de Coquimbo;LOS VILOS;1
2021;1;21;IV Región de Coquimbo;COQUIMBO;16
2021;11;12;IV Región de Coquimbo;OVALLE;3
2021;10;5;IV Región de Coquimbo;OVALLE;5
2021;1;11;IV Región de Coquimbo;ILLAPEL;3
2021;3;8;IV Región de Coquimbo;LA SERENA;29
2021;10;18;IV Región de Coquimbo;ILLAPEL;1
2021;6;23;IV Región de Coquimbo;ILLAPEL;2
2021;8;2;IV Región de Coquimbo;LOS VILOS;2
2021;10;21;IV Región de Coquimbo;LA SERENA;12
2021;1;29;IV Región de Coquimbo;COQUIMBO;3
2021;8;5;IV Región de Coquimbo;OVALLE;2
2021;10;25;IV Región de Coquimbo;VICUÑA;1
2021;3;4;IV Región de Coquimbo;OVALLE;4
2021;10;14;IV Región de Coquimbo;OVALLE;3
2021;11;8;IV Región de Coquimbo;OVALLE;7
2021;5;28;IV Región de Coquimbo;COQUIMBO;7
2021;8;6;IV Región de Coquimbo;LOS VILOS;1
2021;7;2;IV Región de Coquimbo;VICUÑA;2
2021;8;30;IV Región de Coquimbo;OVALLE;15
2021;12;23;IV Región de Coquimbo;LA HIGUERA;1
2021;2;16;IV Región de Coquimbo;COQUIMBO;7
2021;5;20;IV Región de Coquimbo;ILLAPEL;2
2021;6;14;IV Región de Coquimbo;OVALLE;12
2021;1;25;IV Región de Coquimbo;ILLAPEL;3
2021;7;12;IV Región de Coquimbo;ILLAPEL;1
2021;1;13;IV Región de Coquimbo;ILLAPEL;4
2021;4;1;IV Región de Coquimbo;LOS VILOS;1
2021;2;4;IV Región de Coquimbo;COQUIMBO;11
2021;6;25;IV Región de Coquimbo;LA SERENA;6
2021;3;15;IV Región de Coquimbo;OVALLE;10
2021;1;13;IV Región de Coquimbo;SALAMANCA;1
2021;11;12;IV Región de Coquimbo;LOS VILOS;1
2021;1;11;IV Región de Coquimbo;COQUIMBO;9
2021;5;31;IV Región de Coquimbo;OVALLE;11
2021;8;9;IV Región de Coquimbo;ILLAPEL;3
2021;10;18;IV Región de Coquimbo;COQUIMBO;14
2021;6;23;IV Región de Coquimbo;COQUIMBO;10
2021;2;12;IV Región de Coquimbo;LA SERENA;5
2021;3;1;IV Región de Coquimbo;COQUIMBO;7
2021;1;11;IV Región de Coquimbo;OVALLE;8
2021;10;18;IV Región de Coquimbo;OVALLE;3
2021;9;28;IV Región de Coquimbo;LA SERENA;12
2021;5;24;IV Región de Coquimbo;OVALLE;8
2021;4;12;IV Región de Coquimbo;LOS VILOS;1
2021;9;21;IV Región de Coquimbo;ILLAPEL;2
2021;11;29;IV Región de Coquimbo;OVALLE;5
2021;11;15;IV Región de Coquimbo;COQUIMBO;8
2021;2;5;IV Región de Coquimbo;LA SERENA;11
2021;10;6;IV Región de Coquimbo;COQUIMBO;11
2021;3;26;IV Región de Coquimbo;LA SERENA;7
2021;12;22;IV Región de Coquimbo;ILLAPEL;2
2021;4;15;IV Región de Coquimbo;OVALLE;6
2021;9;21;IV Región de Coquimbo;SALAMANCA;1
2021;10;26;IV Región de Coquimbo;LA SERENA;13
2021;9;24;IV Región de Coquimbo;ILLAPEL;3
2021;2;25;IV Región de Coquimbo;ILLAPEL;2
2021;4;8;IV Región de Coquimbo;COQUIMBO;14
2021;11;8;IV Región de Coquimbo;LOS VILOS;1
2021;1;27;IV Región de Coquimbo;ILLAPEL;2
2021;4;5;IV Región de Coquimbo;VICUÑA;1
2021;10;15;IV Región de Coquimbo;ILLAPEL;2
2021;2;1;IV Región de Coquimbo;LA SERENA;13
2021;12;3;IV Región de Coquimbo;OVALLE;2
2021;2;11;IV Región de Coquimbo;LA SERENA;20
2021;5;20;IV Región de Coquimbo;COQUIMBO;9
2021;11;9;IV Región de Coquimbo;ILLAPEL;1
2021;7;12;IV Región de Coquimbo;COQUIMBO;15
2021;10;7;IV Región de Coquimbo;OVALLE;11
2021;2;23;IV Región de Coquimbo;OVALLE;7
2021;4;1;IV Región de Coquimbo;LA SERENA;7
2021;7;23;IV Región de Coquimbo;ILLAPEL;3
2021;8;19;IV Región de Coquimbo;ILLAPEL;2
2021;6;17;IV Región de Coquimbo;OVALLE;1
2021;9;27;IV Región de Coquimbo;OVALLE;17
2021;8;31;IV Región de Coquimbo;ILLAPEL;3
2021;11;5;IV Región de Coquimbo;COQUIMBO;5
2021;2;4;IV Región de Coquimbo;OVALLE;7
2021;4;26;IV Región de Coquimbo;ILLAPEL;8
2021;5;31;IV Región de Coquimbo;LOS VILOS;1
2021;12;24;IV Región de Coquimbo;COQUIMBO;7
2021;2;2;IV Región de Coquimbo;COQUIMBO;12
2021;3;18;IV Región de Coquimbo;OVALLE;1
2021;7;1;IV Región de Coquimbo;OVALLE;4
2021;8;2;IV Región de Coquimbo;LA SERENA;13
2021;12;14;IV Región de Coquimbo;LA SERENA;14
2021;9;8;IV Región de Coquimbo;COQUIMBO;7
2021;1;4;IV Región de Coquimbo;ILLAPEL;3
2021;3;1;IV Región de Coquimbo;LOS VILOS;2
2021;5;11;IV Región de Coquimbo;OVALLE;6
2021;3;16;IV Región de Coquimbo;COQUIMBO;8
2021;9;21;IV Región de Coquimbo;COQUIMBO;7
2021;10;8;IV Región de Coquimbo;LA SERENA;9
2021;4;5;IV Región de Coquimbo;LA SERENA;26
2021;8;12;IV Región de Coquimbo;SALAMANCA;1
2021;4;26;IV Región de Coquimbo;VICUÑA;1
2021;6;1;IV Región de Coquimbo;COQUIMBO;8
2021;6;8;IV Región de Coquimbo;ILLAPEL;5
2021;12;22;IV Región de Coquimbo;COQUIMBO;9
2021;1;29;IV Región de Coquimbo;LOS VILOS;1
2021;12;2;IV Región de Coquimbo;OVALLE;7
2021;9;24;IV Región de Coquimbo;COQUIMBO;7
2021;2;25;IV Región de Coquimbo;COQUIMBO;7
2021;1;22;IV Región de Coquimbo;ILLAPEL;3
2021;8;10;IV Región de Coquimbo;LOS VILOS;1
2021;10;19;IV Región de Coquimbo;ILLAPEL;4
2021;6;24;IV Región de Coquimbo;ILLAPEL;3
2021;9;29;IV Región de Coquimbo;COQUIMBO;6
2021;8;18;IV Región de Coquimbo;LA SERENA;9
2021;1;27;IV Región de Coquimbo;COQUIMBO;5
2021;7;14;IV Región de Coquimbo;LA SERENA;12
2021;8;3;IV Región de Coquimbo;OVALLE;7
2021;8;30;IV Región de Coquimbo;LA SERENA;14
2021;6;9;IV Región de Coquimbo;COQUIMBO;5
2021;11;11;IV Región de Coquimbo;ILLAPEL;5
2021;10;4;IV Región de Coquimbo;LA SERENA;13
2021;3;5;IV Región de Coquimbo;ILLAPEL;2
2021;10;15;IV Región de Coquimbo;COQUIMBO;11
2021;7;20;IV Región de Coquimbo;LA SERENA;14
2021;7;7;IV Región de Coquimbo;OVALLE;1
2021;11;9;IV Región de Coquimbo;COQUIMBO;7
2021;6;30;IV Región de Coquimbo;OVALLE;4
2021;8;19;IV Región de Coquimbo;COQUIMBO;7
2021;1;18;IV Región de Coquimbo;COQUIMBO;11
2021;8;16;IV Región de Coquimbo;OVALLE;6
2021;12;16;IV Región de Coquimbo;OVALLE;3
2021;4;9;IV Región de Coquimbo;OVALLE;2
2021;1;25;IV Región de Coquimbo;OVALLE;5
2021;8;26;IV Región de Coquimbo;OVALLE;2
2021;4;26;IV Región de Coquimbo;COQUIMBO;5
2021;1;6;IV Región de Coquimbo;ILLAPEL;1
2021;12;6;IV Región de Coquimbo;ILLAPEL;5
2021;6;3;IV Región de Coquimbo;OVALLE;6
2021;1;11;IV Región de Coquimbo;LOS VILOS;1
2021;8;9;IV Región de Coquimbo;OVALLE;12
2021;10;28;IV Región de Coquimbo;LA SERENA;13
2021;1;4;IV Región de Coquimbo;COQUIMBO;8
2021;3;1;IV Región de Coquimbo;LA SERENA;11
2021;1;14;IV Región de Coquimbo;ILLAPEL;3
2021;12;10;IV Región de Coquimbo;LOS VILOS;1
2021;2;17;IV Región de Coquimbo;LA SERENA;17
2021;9;8;IV Región de Coquimbo;OVALLE;6
2021;12;2;IV Región de Coquimbo;LOS VILOS;1
2021;9;21;IV Región de Coquimbo;OVALLE;6
2021;10;21;IV Región de Coquimbo;VICUÑA;1
2021;1;22;IV Región de Coquimbo;COQUIMBO;5
2021;11;15;IV Región de Coquimbo;LOS VILOS;1
2021;10;19;IV Región de Coquimbo;COQUIMBO;5
2021;4;8;IV Región de Coquimbo;OVALLE;5
2021;2;18;IV Región de Coquimbo;ILLAPEL;3
2021;4;23;IV Región de Coquimbo;ILLAPEL;1
2021;10;12;IV Región de Coquimbo;OVALLE;7
2021;10;15;IV Región de Coquimbo;OVALLE;6
2021;2;26;IV Región de Coquimbo;OVALLE;8
2021;4;9;IV Región de Coquimbo;LOS VILOS;1
2021;9;20;IV Región de Coquimbo;ILLAPEL;3
2021;10;15;IV Región de Coquimbo;VICUÑA;1
2021;1;6;IV Región de Coquimbo;COQUIMBO;5
2021;12;6;IV Región de Coquimbo;COQUIMBO;12
2021;10;13;IV Región de Coquimbo;LA SERENA;22
2021;5;6;IV Región de Coquimbo;ILLAPEL;1
2021;4;19;IV Región de Coquimbo;OVALLE;5
2021;9;10;IV Región de Coquimbo;SALAMANCA;2
2021;6;23;IV Región de Coquimbo;LA SERENA;7
2021;8;12;IV Región de Coquimbo;OVALLE;4
2021;4;7;IV Región de Coquimbo;LOS VILOS;1
2021;8;20;IV Región de Coquimbo;LA SERENA;13
2021;6;11;IV Región de Coquimbo;ILLAPEL;6
2021;7;6;IV Región de Coquimbo;VICUÑA;1
2021;10;26;IV Región de Coquimbo;OVALLE;3
2021;3;19;IV Región de Coquimbo;LA SERENA;7
2021;10;22;IV Región de Coquimbo;ILLAPEL;2
2021;6;24;IV Región de Coquimbo;OVALLE;4
2021;2;18;IV Región de Coquimbo;COQUIMBO;7
2021;4;20;IV Región de Coquimbo;OVALLE;4
2021;3;24;IV Región de Coquimbo;ILLAPEL;1
2021;9;7;IV Región de Coquimbo;ILLAPEL;4
2021;2;11;IV Región de Coquimbo;OVALLE;3
2021;5;3;IV Región de Coquimbo;COQUIMBO;12
2021;1;25;IV Región de Coquimbo;LA SERENA;19
2021;1;13;IV Región de Coquimbo;LA SERENA;17
2021;3;10;IV Región de Coquimbo;OVALLE;3
2021;12;9;IV Región de Coquimbo;OVALLE;3
2021;3;18;IV Región de Coquimbo;COQUIMBO;9
2021;7;15;IV Región de Coquimbo;OVALLE;6
2021;6;14;IV Región de Coquimbo;VICUÑA;1
2021;6;3;IV Región de Coquimbo;ILLAPEL;1
2021;5;6;IV Región de Coquimbo;COQUIMBO;10
2021;10;20;IV Región de Coquimbo;VICUÑA;1
2021;4;19;IV Región de Coquimbo;LOS VILOS;2
2021;1;6;IV Región de Coquimbo;OVALLE;7
2021;12;29;IV Región de Coquimbo;ILLAPEL;2
2021;5;14;IV Región de Coquimbo;LA SERENA;11
2021;4;12;IV Región de Coquimbo;MONTE PATRIA;1
2021;9;21;IV Región de Coquimbo;LA SERENA;21
2021;7;13;IV Región de Coquimbo;OVALLE;3
2021;2;22;IV Región de Coquimbo;ILLAPEL;3
2021;9;13;IV Región de Coquimbo;LA SERENA;16
2021;6;8;IV Región de Coquimbo;LOS VILOS;1
2021;12;7;IV Región de Coquimbo;ILLAPEL;2
2021;12;22;IV Región de Coquimbo;LA SERENA;16
2021;9;24;IV Región de Coquimbo;LA SERENA;5
2021;8;3;IV Región de Coquimbo;COQUIMBO;13
2021;10;22;IV Región de Coquimbo;COQUIMBO;6
2021;3;24;IV Región de Coquimbo;COQUIMBO;3
2021;10;12;IV Región de Coquimbo;LA SERENA;9
2021;1;27;IV Región de Coquimbo;LA SERENA;17
2021;5;5;IV Región de Coquimbo;COQUIMBO;8
2021;7;23;IV Región de Coquimbo;COQUIMBO;15
2021;4;23;IV Región de Coquimbo;OVALLE;5
2021;3;29;IV Región de Coquimbo;ILLAPEL;4
2021;9;7;IV Región de Coquimbo;COQUIMBO;8
2021;8;23;IV Región de Coquimbo;OVALLE;9
2021;10;27;IV Región de Coquimbo;ILLAPEL;2
2021;5;10;IV Región de Coquimbo;LA SERENA;12
2021;11;16;IV Región de Coquimbo;OVALLE;6
2021;4;16;IV Región de Coquimbo;VICUÑA;1
2021;6;22;IV Región de Coquimbo;SALAMANCA;1
2021;8;19;IV Región de Coquimbo;LA SERENA;10
2021;6;3;IV Región de Coquimbo;COQUIMBO;5
2021;12;6;IV Región de Coquimbo;LOS VILOS;1
2021;12;21;IV Región de Coquimbo;OVALLE;4
2021;11;10;IV Región de Coquimbo;COQUIMBO;4
2021;8;24;IV Región de Coquimbo;ILLAPEL;1
2021;8;5;IV Región de Coquimbo;LA SERENA;20
2021;6;8;IV Región de Coquimbo;LA SERENA;12
2021;2;17;IV Región de Coquimbo;OVALLE;2
2021;9;6;IV Región de Coquimbo;ILLAPEL;2
2021;12;7;IV Región de Coquimbo;COQUIMBO;11
2021;3;19;IV Región de Coquimbo;COQUIMBO;8
2021;5;7;IV Región de Coquimbo;LA SERENA;11
2021;9;16;IV Región de Coquimbo;COQUIMBO;5
2021;1;22;IV Región de Coquimbo;LA SERENA;9
2021;4;20;IV Región de Coquimbo;LA SERENA;21
2021;5;25;IV Región de Coquimbo;ILLAPEL;3
2021;8;6;IV Región de Coquimbo;ILLAPEL;1
2021;6;2;IV Región de Coquimbo;COQUIMBO;6
2021;11;11;IV Región de Coquimbo;LA SERENA;11
2021;2;18;IV Región de Coquimbo;LOS VILOS;1
2021;3;29;IV Región de Coquimbo;COQUIMBO;7
2021;3;5;IV Región de Coquimbo;LA SERENA;15
2021;1;5;IV Región de Coquimbo;OVALLE;8
2021;10;27;IV Región de Coquimbo;COQUIMBO;5
2021;4;28;IV Región de Coquimbo;LA SERENA;5
2021;3;10;IV Región de Coquimbo;LA SERENA;16
2021;10;20;IV Región de Coquimbo;ILLAPEL;2
2021;2;16;IV Región de Coquimbo;OVALLE;7
2021;3;22;IV Región de Coquimbo;LOS VILOS;1
2021;6;10;IV Región de Coquimbo;COQUIMBO;5
2021;7;21;IV Región de Coquimbo;ILLAPEL;1
2021;12;6;IV Región de Coquimbo;LA SERENA;14
2021;1;25;IV Región de Coquimbo;VICUÑA;1
2021;2;24;IV Región de Coquimbo;LA SERENA;14
2021;5;14;IV Región de Coquimbo;COQUIMBO;6
2021;12;17;IV Región de Coquimbo;LA SERENA;5
2021;1;26;IV Región de Coquimbo;ILLAPEL;2
2021;1;14;IV Región de Coquimbo;LA SERENA;13
2021;1;7;IV Región de Coquimbo;COQUIMBO;8
2021;7;19;IV Región de Coquimbo;OVALLE;9
2021;10;26;IV Región de Coquimbo;COQUIMBO;10
2021;12;7;IV Región de Coquimbo;OVALLE;11
2021;12;27;IV Región de Coquimbo;LA SERENA;16
2021;3;2;IV Región de Coquimbo;ILLAPEL;1
2021;5;25;IV Región de Coquimbo;COQUIMBO;10
2021;3;19;IV Región de Coquimbo;OVALLE;7
2021;4;30;IV Región de Coquimbo;OVALLE;5
2021;4;23;IV Región de Coquimbo;LA SERENA;9
2021;12;3;IV Región de Coquimbo;LA SERENA;8
2021;4;13;IV Región de Coquimbo;OVALLE;5
2021;2;11;IV Región de Coquimbo;COQUIMBO;5
2021;2;23;IV Región de Coquimbo;LA SERENA;9
2021;8;11;IV Región de Coquimbo;ILLAPEL;1
2021;10;20;IV Región de Coquimbo;COQUIMBO;9
2021;3;29;IV Región de Coquimbo;OVALLE;7
2021;5;13;IV Región de Coquimbo;ILLAPEL;2
2021;5;20;IV Región de Coquimbo;OVALLE;10
2021;10;25;IV Región de Coquimbo;ILLAPEL;3
2021;1;13;IV Región de Coquimbo;OVALLE;5
2021;5;26;IV Región de Coquimbo;OVALLE;2
2021;4;3;IV Región de Coquimbo;LA SERENA;2
2021;5;6;IV Región de Coquimbo;LA SERENA;9
2021;9;15;IV Región de Coquimbo;COQUIMBO;5
2021;8;24;IV Región de Coquimbo;COQUIMBO;8
2021;12;24;IV Región de Coquimbo;OVALLE;3
2021;8;24;IV Región de Coquimbo;OVALLE;5
2021;7;21;IV Región de Coquimbo;VICUÑA;1
2021;7;19;IV Región de Coquimbo;LOS VILOS;1
2021;5;4;IV Región de Coquimbo;OVALLE;7
2021;9;1;IV Región de Coquimbo;LOS VILOS;2
2021;10;6;IV Región de Coquimbo;LOS VILOS;1
2021;6;1;IV Región de Coquimbo;OVALLE;5
2021;5;12;IV Región de Coquimbo;ILLAPEL;4
2021;7;14;IV Región de Coquimbo;COQUIMBO;7
2021;2;25;IV Región de Coquimbo;OVALLE;1
2021;10;22;IV Región de Coquimbo;LA SERENA;20
2021;1;12;IV Región de Coquimbo;OVALLE;5
2021;8;25;IV Región de Coquimbo;LOS VILOS;1
2021;12;30;IV Región de Coquimbo;ILLAPEL;1
2021;9;29;IV Región de Coquimbo;OVALLE;4
2021;11;23;IV Región de Coquimbo;COQUIMBO;6
2021;3;24;IV Región de Coquimbo;LA SERENA;14
2021;5;25;IV Región de Coquimbo;OVALLE;6
2021;2;8;IV Región de Coquimbo;LOS VILOS;1
2021;5;5;IV Región de Coquimbo;LA SERENA;9
2021;8;11;IV Región de Coquimbo;COQUIMBO;9
2021;5;13;IV Región de Coquimbo;COQUIMBO;8
2021;9;27;IV Región de Coquimbo;ILLAPEL;4
2021;8;4;IV Región de Coquimbo;ILLAPEL;1
2021;10;25;IV Región de Coquimbo;COQUIMBO;9
2021;2;4;IV Región de Coquimbo;ILLAPEL;4
2021;4;14;IV Región de Coquimbo;LA SERENA;9
2021;2;9;IV Región de Coquimbo;ILLAPEL;3
2021;2;24;IV Región de Coquimbo;COQUIMBO;10
2021;6;3;IV Región de Coquimbo;LA SERENA;11
2021;5;18;IV Región de Coquimbo;OVALLE;4
2021;7;21;IV Región de Coquimbo;OVALLE;6
2021;2;24;IV Región de Coquimbo;OVALLE;4
2021;8;24;IV Región de Coquimbo;LOS VILOS;1
2021;10;1;IV Región de Coquimbo;ILLAPEL;5
2021;2;17;IV Región de Coquimbo;COQUIMBO;7
2021;6;18;IV Región de Coquimbo;OVALLE;3
2021;7;19;IV Región de Coquimbo;LA SERENA;11
2021;12;2;IV Región de Coquimbo;ILLAPEL;1
2021;11;15;IV Región de Coquimbo;ILLAPEL;7
2021;6;29;IV Región de Coquimbo;OVALLE;10
2021;2;22;IV Región de Coquimbo;LA SERENA;19
2021;1;7;IV Región de Coquimbo;LOS VILOS;1
2021;5;12;IV Región de Coquimbo;COQUIMBO;8
